place,title,msg,price,per_meter,year,area,age,lat,lng,income,loc,place,平均值项:lat,平均值项:lng,平均值项:per_meter,,,,
共康七村,满五 唯 一，近地铁，美丽家园，一梯两户,高楼层 (共6层) | 1996年建 | 1室1厅 | 53.54平米 | 南,298,"55,660",1996,53.54,26,31.33386683,121.4426836,63491,2,淞南二村,31.34904223,121.4936936,53800,,,,
共康八村,南北格局通透 楼层好 视野宽阔 采光充足 配套设施齐全,中楼层 (共6层) | 1995年建 | 2室1厅 | 73.06平米 | 南,380,"52,013",1995,73.06,27,31.33040783,121.4395595,63491,2,淞南七村,31.33889291,121.486715,48926.91667,,,,
共康六村,共康六村，东窗大客厅，东边套，南北通透，诚意出售！,低楼层 (共6层) | 1996年建 | 2室1厅 | 68.24平米 | 南 北,350,"51,290",1996,68.24,26,31.33422077,121.4454699,63491,2,淞南十村,31.33734984,121.4813934,50296,,,,
共康六村,共康六村，东窗大客厅，东边套，南北通透，诚意出售！,低楼层 (共6层) | 1996年建 | 2室1厅 | 68.24平米 | 南 北,350,"51,290",1996,68.24,26,31.33422077,121.4454699,63491,2,泰禾红御,31.23515288,121.356838,82558.2,,,,
共康路400弄,共康路 全明户型+地铁600m+满五年+客厅大 复式,高楼层 (共6层) | 1999年建 | 4室2厅 | 147.34平米 | 南 北,749,"50,835",1999,147.34,23,31.327012,121.444762,63491,2,泰和路309弄,31.38027704,121.4991675,39057,,,,
共康路400弄,全明户型+地铁600m+满五年+客厅大,高楼层 (共7层) | 1999年建 | 2室1厅 | 72.57平米 | 南,380,"52,364",1999,72.57,23,31.327012,121.444762,63491,2,檀乡湾,31.36398614,121.4239453,45092.5,,,,
冶金小区(宝山),必售房！低楼层，户型好，诚意售，好房，好业主,低楼层 (共6层) | 1997年建 | 1室1厅 | 53.3平米 | 南,306,"57,411",1997,53.3,25,31.41027947,121.496563,63491,2,天极盛宅花园,31.35878704,121.4221164,38047.83333,,,,
冶金小区(宝山),必售房！通河新村好地段，配套佳，采光好，诚意出售,高楼层 (共6层) | 1997年建 | 2室1厅 | 53.3平米 | 南,281.5,"52,815",1997,53.3,25,31.41027947,121.496563,63491,2,天馨花园(公寓),31.36912382,121.4350129,42913.90909,,,,
北华苑,中间楼层，普通住宅，税费少，近地铁。,中楼层 (共6层) | 1997年建 | 1室1厅 | 48.06平米 | 南,330,"68,665",1997,48.06,25,31.28718377,121.4215709,63491,2,通河八村,31.3358376,121.4540906,53672,,,,
南华苑,南华苑顶复带露台+采光好+满五 唯 一+四房朝南+近地铁,高楼层 (共6层) | 1998年建 | 4室3厅 | 167.59平米 | 南 西 北,960,"57,283",1998,167.59,24,31.27706189,121.428641,63491,2,通河二村,31.33973845,121.4568973,52137.28571,,,,
南华苑,品质小区飞机户型，采光好，*，近地铁,高楼层 (共6层) | 1996年建 | 3室2厅 | 136.61平米 | 南 北,800,"58,561",1996,136.61,26,31.27706189,121.428641,63491,2,通河六村,31.33723588,121.4582924,54253.2,,,,
南大路118弄,此房满五，1/2唯1 可做普通住宅，税费较少，南北户型,高楼层 (共6层) | 1995年建 | 2室1厅 | 74.59平米 | 南,335,"44,913",1995,74.59,27,31.30614399,121.4108245,63491,2,通河七村,31.33545398,121.4583458,48326,,,,
南大路180弄,好楼层，好位置，税费少，店长主推房源,中楼层 (共6层) | 1995年建 | 2室1厅 | 58.18平米 | 南 北,274,"47,096",1995,58.18,27,31.2275365,121.335903,63491,2,通河四村,31.33738585,121.451562,56434,,,,
南大路180弄,此房满五，税费少，近南大，采光好，业主诚意出售。,高楼层 (共7层) | 1995年建 | 1室1厅 | 41.6平米 | 南,192,"46,154",1995,41.6,27,31.2275365,121.335903,63491,2,通河一村,31.34182506,121.4550589,59996.14286,,,,
南大路190弄,中环边上近南大CBD，满五无个税，边套全明诚意出售,高楼层 (共6层) | 1995年建 | 2室1厅 | 58.18平米 | 南 北,265,"45,549",1995,58.18,27,31.20574368,121.4448853,63491,2,同盛嘉园,31.3845179,121.44134,43557,,,,
友谊家园,一手动迁，产权清晰，顶楼带阁楼，诚心出售！,高楼层 (共6层) | 2013年建 | 2室2厅 | 87.78平米 | 南,408,"46,480",2013,87.78,9,31.40209478,121.4590096,63491,2,万科琥珀郡园,31.39687285,121.3667956,54824.66667,,,,
友谊家园,户型方正，采光通风好，房屋质量好,高楼层 (共6层) | 2009年建 | 3室2厅 | 128.22平米 | 南,560,"43,675",2009,128.22,13,31.40209478,121.4590096,63491,2,万科四季花城,31.39158188,121.4509281,49322,,,,
古北菊翔苑(菊联路232弄),该房源是文明小区第二排，小区中间不吵闹，电梯房,低楼层 (共8层) | 2008年建 | 3室1厅 | 74.91平米 | 南,360,"48,058",2008,74.91,14,31.35246701,121.3702407,63491,2,万临家园,31.3474732,121.4969779,59388.5,,,,
古北菊翔苑(菊联路233弄),南北通透 满五产权清晰一梯两户 双轨交 生活配套齐全,高楼层 (共6层) | 2008年建 | 2室2厅 | 73.14平米 | 南 北,365,"49,905",2008,73.14,14,31.3522321,121.3705386,63491,2,万业紫辰苑,31.40566208,121.444699,51224.75,,,,
古北菊翔苑(菊联路233弄),南北两房 满五少税 产权清晰 地段配套齐全 交通便捷,低楼层 (共6层) | 2008年建 | 2室2厅 | 73平米 | 南 北,340,"46,576",2008,73,14,31.3522321,121.3705386,63491,2,文宝苑,31.35309125,121.3746224,53461.6,,,,
吉浦路615弄,满五年税少，产权清晰，自住出售，看房方便,高楼层 (共7层) | 1994年建 | 1室1厅 | 43.67平米 | 南,248,"56,790",1994,43.67,28,31.32326725,121.4986004,63491,2,文华苑(宝山),31.28413487,121.424369,62937,,,,
吉浦路615弄,中间楼层 厨卫有窗户 采光好 出行方便,中楼层 (共6层) | 1994年建 | 1室1厅 | 48.52平米 | 南,265,"54,617",1994,48.52,28,31.32326725,121.4986004,63491,2,梧桐城邦(二期),31.29532449,121.4171825,69660,,,,
吉浦路615弄,满五，南北户型，通风好，精装修。,高楼层 (共6层) | 1996年建 | 2室1厅 | 58.45平米 | 南,350,"59,881",1996,58.45,26,31.32326725,121.4986004,63491,2,梧桐城邦(一期),31.29540981,121.4190928,60329.33333,,,,
吉浦路615弄,低楼层+满五年+看房方便+诚意出售,低楼层 (共6层) | 1992年建 | 2室1厅 | 63.64平米 | 南,370,"58,140",1992,63.64,30,31.32326725,121.4986004,63491,2,象屿郦庭,31.33518047,121.4841788,68544,,,,
吉浦路615弄,满五年+业主诚心出售+产权清晰,高楼层 (共7层) | 1995年建 | 2室1厅 | 55.65平米 | 南,298,"53,549",1995,55.65,27,31.32326725,121.4986004,63491,2,新城尚景,31.34877139,121.488883,60392,,,,
吉浦路615弄,南北通风，采光好，近地铁，生活方便的两房,高楼层 (共6层) | 1996年建 | 2室1厅 | 62.52平米 | 南,338,"54,063",1996,62.52,26,31.32326725,121.4986004,63491,2,新顾村大家园A区,31.36456019,121.4138204,42215,,,,
吉浦路615弄,房子满五年少税 厨卫朝北 采光充足 出行便利 配套成熟,高楼层 (共6层) | 1992年建 | 2室1厅 | 51.27平米 | 南,255,"49,737",1992,51.27,30,31.32326725,121.4986004,63491,2,新顾村大家园B区,31.36456019,121.4138204,39323,,,,
同盛嘉园,户型方正，一梯二户 满五年 小区近地铁,低楼层 (共11层) | 2008年建 | 3室1厅 | 91.75平米 | 南 北,398,"43,379",2008,91.75,14,31.3845179,121.44134,63491,2,新顾村大家园C区,31.36456019,121.4138204,43240,,,,
同盛嘉园,此房满五，户型正气，前后无遮挡，全明户型,低楼层 (共11层) | 2008年建 | 2室2厅 | 91.46平米 | 南,400,"43,735",2008,91.46,14,31.3845179,121.44134,63491,2,新梅绿岛苑,22.6607078,121.4986047,62902.25,,,,
呼玛一村,满五年少税费，中等装修，看房方便，全明户型,高楼层 (共6层) | 1993年建 | 2室1厅 | 55.09平米 | 南 北,283,"51,371",1993,55.09,29,31.34814388,121.4583018,63491,2,新天地荻泾花园,31.22339912,121.4818339,42589.66667,,,,
呼玛一村,呼玛一村 2室1厅 南,中楼层 (共6层) | 1993年建 | 2室1厅 | 55.41平米 | 南,275,"49,631",1993,55.41,29,31.34814388,121.4583018,63491,2,馨华苑,31.28036224,121.4242573,60291,,,,
呼玛一村,全明户型 采光通风好 房型正气 得房率高 小区位置好,高楼层 (共6层) | 1992年建 | 2室1厅 | 55.65平米 | 南,293,"52,651",1992,55.65,30,31.34814388,121.4583018,63491,2,馨佳园(菊泉街1280弄),31.36735117,121.3782036,44964,,,,
呼玛一村,双南，中间楼层，前面无遮挡，房东诚意出售！,中楼层 (共6层) | 1996年建 | 2室1厅 | 59.17平米 | 南,300,"50,702",1996,59.17,26,31.34814388,121.4583018,63491,2,馨佳园(菊泉街1281弄),31.36652345,121.379847,43628,,,,
呼玛一村,精装修，自住，户型正，配套成熟，到价签字，出行方便,高楼层 (共6层) | 1992年建 | 2室1厅 | 55.09平米 | 南,289,"52,460",1992,55.09,30,31.34814388,121.4583018,63491,2,馨佳园(菊泉街1969弄),31.36967996,121.3785964,43226,,,,
呼玛三村,低总价一房，诚意出售，看房提前约,高楼层 (共6层) | 1994年建 | 1室1厅 | 41.26平米 | 南,218,"52,836",1994,41.26,28,31.34571239,121.448102,63491,2,馨佳园(菊盛路851弄),31.36528857,121.3741832,46854.5,,,,
呼玛三村,婚房装修 全明双南 近地铁 一梯两户,高楼层 (共6层) | 1996年建 | 2室1厅 | 69.34平米 | 南,389,"56,101",1996,69.34,26,31.34571239,121.448102,63491,2,馨佳园(潘广路1765弄),31.36835285,121.366211,43053.2,,,,
呼玛三村,满五年，诚心卖，近地铁，出行方便，楼层好，视野开阔,低楼层 (共6层) | 1994年建 | 2室1厅 | 52.48平米 | 东南,298,"56,784",1994,52.48,28,31.34571239,121.448102,63491,2,馨佳园(韶山路418弄),31.37138235,121.3730115,43553.66667,,,,
呼玛三村,双南一北紧凑小三房，得房率高，户型好,低楼层 (共6层) | 1994年建 | 3室1厅 | 71.55平米 | 南,385,"53,809",1994,71.55,28,31.34571239,121.448102,63491,2,馨佳园(韶山路419弄),31.37035303,121.3690354,44947,,,,
呼玛三村,满五 地铁口 居家装修 一梯两户 全明,高楼层 (共6层) | 1996年建 | 2室1厅 | 56.53平米 | 南,298,"52,716",1996,56.53,26,31.34571239,121.448102,63491,2,馨康苑,31.18071502,121.5570422,64942,,,,
呼玛三村,近地铁，满五年，视野开阔，出入方便，房间宽敞,高楼层 (共6层) | 2002年建 | 3室2厅 | 127.38平米 | 南 东 北,650,"51,029",2002,127.38,20,31.34571239,121.448102,63491,2,馨良苑,31.33166561,121.4828201,63640,,,,
呼玛三村,花园位置，值得选择，看房方便，双南户型您不来看看？,高楼层 (共6层) | 1996年建 | 2室1厅 | 73.79平米 | 南,419,"56,783",1996,73.79,26,31.34571239,121.448102,63491,2,鑫鑫花园,31.35141697,121.4339587,40999.75,,,,
呼玛三村,南北格局楼层好视野广 采光充足 配套齐全交通便利,高楼层 (共6层) | 1994年建 | 1室1厅 | 45.35平米 | 南,242,"53,363",1994,45.35,28,31.34571239,121.448102,63491,2,信达郡庭,31.40948249,121.3583614,43370.66667,,,,
呼玛三村,低总价一房，诚意出售，看房提前约,高楼层 (共6层) | 1994年建 | 1室1厅 | 41.26平米 | 南,218,"52,836",1994,41.26,28,31.34571239,121.448102,63491,2,星福家园,31.32007932,121.3806307,55107,,,,
呼玛三村,近地铁，满五年，花园旁，视野开阔，位置安静,高楼层 (共6层) | 1996年建 | 1室1厅 | 59.42平米 | 南 北,320,"53,854",1996,59.42,26,31.34571239,121.448102,63491,2,旭辉依云湾,31.35509946,121.3951632,45531,,,,
呼玛三村,带阁楼 满五 V一 ，04年房龄，顶楼带阁楼，诚意出售,高楼层 (共6层) | 2004年建 | 3室1厅 | 88.88平米 | 南 北,479,"53,893",2004,88.88,18,31.34571239,121.448102,63491,2,学林苑,31.31960163,121.3909515,52252.75,,,,
呼玛二村,钥匙房，满五年唯yi，全明户型，交通便利，配套成熟。,高楼层 (共6层) | 1990年建 | 1室1厅 | 47.26平米 | 南,240,"50,783",1990,47.26,32,31.34725655,121.4533097,63491,2,阳光美林,31.43225102,121.4168789,32172.8,,,,
呼玛二村,精装修 楼层好 采光好 模范小区 前后无遮挡,高楼层 (共6层) | 1992年建 | 2室1厅 | 52.82平米 | 南,248.8,"47,104",1992,52.82,30,31.34725655,121.4533097,63491,2,杨泰二村,31.37598434,121.4477618,43921.83333,,,,
呼玛五村,此房满五年，近地铁，交通便利，配套设施齐全。,高楼层 (共6层) | 1995年建 | 2室1厅 | 62.87平米 | 南 北,322,"51,217",1995,62.87,27,31.34705926,121.4455052,63491,2,杨泰三村,31.38658724,121.4450869,36066.2,,,,
呼玛五村,02年复式大平层满五年买进价高税费少精装修50平阳光房,高楼层 (共6层) | 2002年建 | 6室3厅 | 225.16平米 | 南 北,1015,"45,080",2002,225.16,20,31.34705926,121.4455052,63491,2,杨泰一村,31.37923386,121.447668,44490,,,,
呼玛五村,总价低 非顶楼 视野好 采光足哦,高楼层 (共6层) | 1996年建 | 2室1厅 | 56.86平米 | 南 北,305,"53,641",1996,56.86,26,31.34705926,121.4455052,63491,2,冶金小区(宝山),31.41027947,121.496563,55113,,,,
呼玛五村,近地铁 精装修 全明户型 沙发厅,高楼层 (共7层) | 1995年建 | 2室1厅 | 62.45平米 | 南 北,300,"48,039",1995,62.45,27,31.34705926,121.4455052,63491,2,怡华苑,31.27795398,121.4259181,52379.25,,,,
呼玛五村,呼兰路站，售后公房，满五且一，南北通户型正！,高楼层 (共6层) | 1997年建 | 1室1厅 | 47.39平米 | 南,242,"51,066",1997,47.39,25,31.34705926,121.4455052,63491,2,屹立家园,31.3326683,121.4382796,67380,,,,
和欣国际花园,一号线地铁+南北通+个税无+20年精装修+中 央空调+地暖,低楼层 (共16层) | 2007年建 | 2室2厅 | 98.28平米 | 东 南 北,750,"76,313",2007,98.28,15,31.34179799,121.4419835,63491,2,逸仙二村,31.32287703,121.5010221,52621.25,,,,
和欣国际花园,*+高区+双南两房+业主诚意出售,高楼层 (共18层) | 2007年建 | 2室2厅 | 80.19平米 | 南,640,"79,811",2007,80.19,15,31.34179799,121.4419835,63491,2,逸仙华庭,31.32124231,121.4890391,71215.33333,,,,
嘉骏花苑,总价低 89平三居 全明 满五年 房型正气 采光佳 .,高楼层 (共6层) | 2004年建 | 3室2厅 | 89.56平米 | 南,560,"62,528",2004,89.56,18,31.33546763,121.4805218,63491,2,银和家园,31.33533886,121.45108,54007,,,,
嘉骏花苑,嘉骏花苑+电梯一房+满五年+户型正气+看房方便！,高楼层 (共16层) | 2004年建 | 1室2厅 | 57.38平米 | 南,370,"64,483",2004,57.38,18,31.33546763,121.4805218,63491,2,永清二村,31.39575588,121.5003477,45617.25,,,,
嘉骏香山苑,采光充足 配套设施齐全 出入方便 视野开阔 楼层好,低楼层 (共14层) | 2006年建 | 3室2厅 | 123.1平米 | 南,750,"60,927",2006,123.1,16,31.24265301,121.4106201,63491,2,永清新村,31.39678986,121.5046376,44583.5,,,,
嘉骏香山苑,满五 采光充足 配套设施齐全 出入方便 视野开阔,低楼层 (共14层) | 2006年建 | 3室2厅 | 121.53平米 | 南,750,"61,714",2006,121.53,16,31.24265301,121.4106201,63491,2,友谊家园,31.40209478,121.4590096,45077.5,,,,
四季绿城,三间朝南，户型正气，视野开阔，满五，看房方便,高楼层 (共6层) | 2005年建 | 3室2厅 | 117.3平米 | 南,750,"63,939",2005,117.3,17,31.33640789,121.4838183,63491,2,远景佳苑一期,31.29059045,121.4217865,63404,,,,
四季绿城,客厅朝南一层垫高大一房，总价低,低楼层 (共11层) | 2005年建 | 1室2厅 | 76.95平米 | 南 北,458,"59,520",2005,76.95,17,31.33640789,121.4838183,63491,2,远景时代,31.29203169,121.428725,75666,,,,
四季绿城,三房两卫，双朝南，改善置换好选择，诚意出售,低楼层 (共11层) | 2005年建 | 3室2厅 | 126.06平米 | 南 北,769,"61,003",2005,126.06,17,31.33640789,121.4838183,63491,2,远洋7号,31.62920528,121.4108484,44548.75,,,,
四季绿城,四季绿城小户型大一房，双南税费少，总价低，看房方便,低楼层 (共11层) | 2005年建 | 1室2厅 | 82.4平米 | 南,490,"59,467",2005,82.4,17,31.33640789,121.4838183,63491,2,远洋香奈,31.62920528,121.4108484,55353.5,,,,
四季绿城,有动迁协议 免增值税 位置好 诚意出售,高楼层 (共6层) | 2005年建 | 3室2厅 | 125.39平米 | 南,810,"64,599",2005,125.39,17,31.33640789,121.4838183,63491,2,月浦八村,31.42160178,121.4318732,34661.875,,,,
圣卡洛铂庭,南北户型大三房 主卧带飘窗 诚意出售 房型正气采光好,低楼层 (共14层) | 2007年建 | 3室2厅 | 136.36平米 | 南,545,"39,968",2007,136.36,15,31.36371889,121.3881027,63491,2,月浦二村,31.42608411,121.4344836,34101,,,,
圣卡洛铂庭,满五无个税，南北直通大两房，采光好无遮挡,中楼层 (共14层) | 2007年建 | 2室2厅 | 105.55平米 | 南 北,437,"41,403",2007,105.55,15,31.36371889,121.3881027,63491,2,月浦九村,31.42156357,121.4297759,32386,,,,
圣卡洛铂庭,两房朝南 南北户型 南北双阳台,中楼层 (共14层) | 2007年建 | 2室2厅 | 106.33平米 | 南 北,441,"41,475",2007,106.33,15,31.36371889,121.3881027,63491,2,月浦六村,31.42459588,121.428343,32864.83333,,,,
圣卡洛铂庭,南北直通，看房有钥匙，户型方正,低楼层 (共14层) | 2007年建 | 2室2厅 | 100.79平米 | 南 北,430,"42,663",2007,100.79,15,31.36371889,121.3881027,63491,2,月浦三村,31.42434159,121.4355421,33151.5,,,,
城投世纪名城,顶复来袭，使用面积大居住舒适，这房子真好！,高楼层 (共6层) | 2003年建 | 4室2厅 | 172.54平米 | 南,810,"46,946",2003,172.54,19,31.33130642,121.4684856,63491,2,月浦十村,31.42275302,121.4297363,35670,,,,
复星花园(行知路569弄),全明户型 地铁 满五年 诚意出售,高楼层 (共6层) | 1997年建 | 3室1厅 | 113.83平米 | 南,670,"58,860",1997,113.83,25,31.28884655,121.4182244,63491,2,月浦五村,31.42417034,121.4319748,33319.6,,,,
大华一村,中间楼层，近地铁，商圈成熟，环境舒适,中楼层 (共6层) | 1994年建 | 2室1厅 | 63.85平米 | 南,430,"67,346",1994,63.85,28,31.2797102,121.4282834,63491,2,长宏新苑,31.34827858,121.5001564,49933,,,,
大华三村二街坊,南视野好，看房随时，近地铁，诚意出售,高楼层 (共6层) | 1995年建 | 2室1厅 | 66.18平米 | 南,420,"63,464",1995,66.18,27,31.28924324,121.4243462,63491,2,招商海德名门,31.3970084,121.4260188,46073.25,,,,
大华三村二街坊,全明一房，单价低，总价低，近地铁,高楼层 (共6层) | 1996年建 | 1室1厅 | 53.97平米 | 南,310,"57,440",1996,53.97,26,31.28924324,121.4243462,63491,2,招商花园城,31.37572991,121.454438,52136,,,,
大华三村二街坊,满五，近地铁 不靠马路 诚心出售,高楼层 (共6层) | 1995年建 | 2室1厅 | 66.18平米 | 南 北,395,"59,686",1995,66.18,27,31.28924324,121.4243462,63491,2,招商中环华府,31.31012691,121.396849,71899.71429,,,,
大华三村二街坊,满五售后公房，朝南视野好，不靠路，近地铁，诚意出售,高楼层 (共6层) | 1995年建 | 2室1厅 | 66.18平米 | 南,395,"59,686",1995,66.18,27,31.28924324,121.4243462,63491,2,中环国际公寓(二期),31.33829919,121.4283531,65267,,,,
大华二村,户型正气，总价低，业主置换诚意出售，产权清晰，税少,高楼层 (共6层) | 1996年建 | 2室1厅 | 64.28平米 | 南,380,"59,117",1996,64.28,26,31.27725185,121.423285,63491,2,中环泰和里,31.09705789,121.607097,52518,,,,
大华二村,满五，格局好，东边套全明户型。诚意出售。看房方便。,高楼层 (共6层) | 1996年建 | 2室1厅 | 71.39平米 | 东南 北,435,"60,933",1996,71.39,26,31.27725185,121.423285,63491,2,中环一号(二期),31.29489087,121.408925,66704.5,,,,
大华二村,满五三分之二唯 一 出行便利 配套成熟 诚意出售,高楼层 (共6层) | 1996年建 | 2室1厅 | 64.39平米 | 南,405,"62,898",1996,64.39,26,31.27725185,121.423285,63491,2,中环一号(一期),31.29873859,121.4103008,66617,,,,
大华二村,双南两房 非顶楼 看房方便 诚意出售 总价低,高楼层 (共6层) | 1996年建 | 2室1厅 | 61.93平米 | 南,370,"59,745",1996,61.93,26,31.27725185,121.423285,63491,2,中铁青秀城东区,31.36649963,121.4032858,46148,,,,
大华公园世家康华苑,满五年，位置好，户型好，采光好，带lutai，诚意出售,高楼层 (共6层) | 2001年建 | 3室2厅 | 125.28平米 | 南,758,"60,505",2001,125.28,21,31.28683583,121.4155169,63491,2,中铁青秀城西区,31.36630577,121.4011013,47631,,,,
大华碧云天,"2018年次新房,纯人车分流，环境优美，安家的不二选择",低楼层 (共18层) | 2018年建 | 4室2厅 | 156.38平米 | 南,1030,"65,866",2018,156.38,4,31.29745158,121.401857,63491,2,中冶锦园,31.43496363,121.4162919,35212.66667,,,,
大黄馨园,新上南北一房 满五年 看房提前预约 一手动迁 税费少,低楼层 (共11层) | 2012年建 | 1室1厅 | 57.66平米 | 南 北,255,"44,225",2012,57.66,10,31.36624171,121.4272368,63491,2,中怡家园,31.36195299,121.3827321,40157.66667,,,,
大黄馨园,房子一手动迁，税费少，中yang空调精装修，带院子,低楼层 (共6层) | 2012年建 | 3室2厅 | 119.36平米 | 南 北,510,"42,728",2012,119.36,10,31.36624171,121.4272368,63491,2,住嘉新苑,31.34014641,121.4524792,54349,,,,
大黄馨园,大黄馨园 3室2厅 南,高楼层 (共6层) | 2012年建 | 3室2厅 | 118.33平米 | 南,520,"43,945",2012,118.33,10,31.36624171,121.4272368,63491,2,(空白),,,,,,,
大黄馨园,大黄馨园 3室2厅 南,高楼层 (共6层) | 2012年建 | 3室2厅 | 118.33平米 | 南,520,"43,945",2012,118.33,10,31.36624171,121.4272368,63491,2,总计,31.2498507,121.3565244,49911.56628,,,,
大黄馨园,房子一手动迁，税费少，中yang空调精装修，带院子,低楼层 (共6层) | 2012年建 | 3室2厅 | 119.36平米 | 南 北,510,"42,728",2012,119.36,10,31.36624171,121.4272368,63491,2,,,,,,,,
天极盛宅花园,精装修复式上下两层+上层南北双露台，拎包入住,高楼层 (共6层) | 2004年建 | 4室2厅 | 137.86平米 | 南,520,"37,720",2004,137.86,18,31.35878704,121.4221164,63491,2,,,,,,,,
天极盛宅花园,双南大两房 税费少 诚意出售 楼层好视野佳,高楼层 (共6层) | 1998年建 | 2室1厅 | 87.52平米 | 南,310,"35,421",1998,87.52,24,31.35878704,121.4221164,63491,2,,,,,,,,
天极盛宅花园,天极盛宅花园 2室2厅 南 北,中楼层 (共6层) | 2004年建 | 2室2厅 | 91.26平米 | 南 北,355,"38,900",2004,91.26,18,31.35878704,121.4221164,63491,2,,,,,,,,
天极盛宅花园,满五，视野开阔，带天井，楼层好出门方便的，户型正气,低楼层 (共6层) | 1995年建 | 2室2厅 | 84.66平米 | 南 北,335,"39,571",1995,84.66,27,31.35878704,121.4221164,63491,2,,,,,,,,
天极盛宅花园,全明+楼层好+房型正+诚心卖+看房方便,低楼层 (共6层) | 1995年建 | 2室2厅 | 87.36平米 | 南,330,"37,775",1995,87.36,27,31.35878704,121.4221164,63491,2,,,,,,,,
天极盛宅花园,天极盛宅花园 2室2厅 南 北,中楼层 (共6层) | 2004年建 | 2室2厅 | 91.26平米 | 南 北,355,"38,900",2004,91.26,18,31.35878704,121.4221164,63491,2,,,,,,,,
天馨花园(公寓),天馨花园，经典4房3厅，户型方正，南北直通。,高楼层 (共6层) | 1998年建 | 4室3厅 | 130.64平米 | 南 北,540,"41,335",1998,130.64,24,31.36912382,121.4350129,63491,2,,,,,,,,
天馨花园(公寓),满五年，精装修，近地铁，出行方便。,高楼层 (共4层) | 1998年建 | 2室2厅 | 102.21平米 | 南 北,450,"44,028",1998,102.21,24,31.36912382,121.4350129,63491,2,,,,,,,,
天馨花园(公寓),此房满五年少税，南北通，近地铁，户型正气，诚意卖,低楼层 (共14层) | 2005年建 | 2室1厅 | 99.47平米 | 南,415,"41,722",2005,99.47,17,31.36912382,121.4350129,63491,2,,,,,,,,
天馨花园(公寓),天馨花园复式，楼上楼下都有入户门进入。近地铁,高楼层 (共5层) | 1998年建 | 4室2厅 | 144平米 | 南,539,"37,431",1998,144,24,31.36912382,121.4350129,63491,2,,,,,,,,
天馨花园(公寓),天馨花园3房二厅2卫，业主诚心卖,高楼层 (共6层) | 2001年建 | 3室2厅 | 108.35平米 | 南 北,490,"45,224",2001,108.35,21,31.36912382,121.4350129,63491,2,,,,,,,,
天馨花园(公寓),总价低三房，店长推荐主力推荐。,高楼层 (共6层) | 1998年建 | 3室2厅 | 91.32平米 | 南 北,415,"45,445",1998,91.32,24,31.36912382,121.4350129,63491,2,,,,,,,,
天馨花园(公寓),满五年，位置好，采光好，楼层好,低楼层 (共6层) | 2005年建 | 3室2厅 | 129平米 | 南 北,575,"44,574",2005,129,17,31.36912382,121.4350129,63491,2,,,,,,,,
天馨花园(公寓),房子满五年，税费少，房东诚心出售，位置好，近地铁,低楼层 (共6层) | 2004年建 | 3室2厅 | 116.98平米 | 南 北,530,"45,307",2004,116.98,18,31.36912382,121.4350129,63491,2,,,,,,,,
天馨花园(公寓),1号线沿线南北三房，阳光房坐看庭前花开花落,高楼层 (共5层) | 2000年建 | 3室2厅 | 123.58平米 | 南 北,560,"45,315",2000,123.58,22,31.36912382,121.4350129,63491,2,,,,,,,,
天馨花园(公寓),天馨花园大三房，户型正气，采光好，全明户型。,高楼层 (共6层) | 1998年建 | 3室2厅 | 119平米 | 南,480,"40,337",1998,119,24,31.36912382,121.4350129,63491,2,,,,,,,,
天馨花园(公寓),店长推荐 满五 一号线宝安公路地铁站700米 中间楼层,中楼层 (共5层) | 1998年建 | 2室2厅 | 97.98平米 | 南,405,"41,335",1998,97.98,24,31.36912382,121.4350129,63491,2,,,,,,,,
好日子大家园A区,此房是动迁 wei一的，税费很少 看房方便，独版户型,低楼层 (共14层) | 2007年建 | 2室2厅 | 113.69平米 | 南 北,509,"44,771",2007,113.69,15,31.35843875,121.3715975,63491,2,,,,,,,,
好日子大家园A区,此房是动迁 wei一的，税费很少 看房方便，独版户型,低楼层 (共14层) | 2007年建 | 2室2厅 | 113.69平米 | 南 北,509,"44,771",2007,113.69,15,31.35843875,121.3715975,63491,2,,,,,,,,
好日子大家园B区,诚意出售+户型方正+税费少+地铁700米,低楼层 (共6层) | 2007年建 | 2室1厅 | 93.35平米 | 南 北,420,"44,992",2007,93.35,15,31.35700903,121.3676043,63491,2,,,,,,,,
好日子大家园B区,动迁示范房小区，通透格局，视野好采光充足,低楼层 (共6层) | 2007年建 | 2室2厅 | 93.35平米 | 南 北,460,"49,277",2007,93.35,15,31.35700903,121.3676043,63491,2,,,,,,,,
好日子大家园B区,好楼层大两房++南北通透格局+视野宽阔,高楼层 (共6层) | 2007年建 | 2室2厅 | 93.35平米 | 南 北,455,"48,742",2007,93.35,15,31.35700903,121.3676043,63491,2,,,,,,,,
好日子大家园B区,大三房顶楼复式130平精装修+一手动迁税费少,高楼层 (共6层) | 2007年建 | 3室2厅 | 129.53平米 | 南 北,634,"48,947",2007,129.53,15,31.35700903,121.3676043,63491,2,,,,,,,,
好日子大家园B区,示范小区+南北通户型+wu税+地铁700米,低楼层 (共6层) | 2007年建 | 1室1厅 | 53.28平米 | 南 北,270,"50,676",2007,53.28,15,31.35700903,121.3676043,63491,2,,,,,,,,
好日子大家园B区,地铁口，非底楼，诚意出售，楼层好，视野好，采光充足,低楼层 (共6层) | 2007年建 | 2室2厅 | 93.35平米 | 南 北,448,"47,992",2007,93.35,15,31.35700903,121.3676043,63491,2,,,,,,,,
