place,title,msg,price,per_meter,year,area,age,lat,lng,income,loc,place,平均值项:lat,平均值项:lng,平均值项:per_meter,,,,,,,
万峰梦湖苑,此房满五+南北通格局+朝南无遮挡+得房率高+电梯两户,低楼层 (共13层) | 2003年建 | 3室2厅 | 115.63平米 | 南,925,"79,997",2003,115.63,19,31.28888188,121.468708,73697,1,爱家豪庭,31.26690835,121.499426,115235,,,,,,,
明光公寓,内环边98年房龄复式，旁边生活配套齐全,高楼层 (共6层) | 1998年建 | 3室2厅 | 156.41平米 | 南,860,"54,984",1998,156.41,24,31.27795213,121.4736217,73697,1,,,,,,,,,,,
柳林公寓,虹口足球场3/8号线 电梯房楼层高视野好业主诚意出售,高楼层 (共24层) | 2003年建 | 2室2厅 | 117.29平米 | 西,748,"63,774",2003,117.29,19,31.27828575,121.4758481,73697,1,,,,,,,,,,,
柳林公寓,顶楼大复式，精装修4房 业主诚意出售，3/8号线双地铁,高楼层 (共6层) | 1998年建 | 4室2厅 | 164.36平米 | 南,1060,"64,493",1998,164.36,24,31.27828575,121.4758481,73697,1,,,,,,,,,,,
柳林公寓,双轨交汇！3/8号地铁线！大露台且双方朝南！电梯房！,低楼层 (共24层) | 2003年建 | 2室2厅 | 128.92平米 | 南,820,"63,606",2003,128.92,19,31.27828575,121.4758481,73697,1,,,,,,,,,,,
柳林公寓,满五+房改售房+税费少+南北全明,高楼层 (共7层) | 1998年建 | 2室2厅 | 60.85平米 | 南,405,"66,558",1998,60.85,24,31.27828575,121.4758481,73697,1,,,,,,,,,,,
柳林公寓,虹口足球场3/8号线 电梯房楼层高视野好业主诚意出售,高楼层 (共24层) | 2003年建 | 2室2厅 | 117.29平米 | 西,748,"63,774",2003,117.29,19,31.27828575,121.4758481,73697,1,,,,,,,,,,,
柳林公寓,满五+房改售房+税费少+南北全明,高楼层 (共7层) | 1998年建 | 2室2厅 | 60.85平米 | 南,405,"66,558",1998,60.85,24,31.27828575,121.4758481,73697,1,,,,,,,,,,,
欧阳路555弄,品质小区，东边套全明小三房，户型正气，看房方便,高楼层 (共6层) | 1994年建 | 3室1厅 | 91.14平米 | 南,775,"85,035",1994,91.14,28,31.27938978,121.4946514,73697,1,,,,,,,,,,,
欧阳路555弄,品质小区，东边套全明小三房，户型正气，看房方便,高楼层 (共6层) | 1994年建 | 3室1厅 | 91.14平米 | 南,775,"85,035",1994,91.14,28,31.27938978,121.4946514,73697,1,,,,,,,,,,,
水木年华花园,业主诚意出售到价签字，满五的房子，无户口随时看,低楼层 (共18层) | 2008年建 | 2室2厅 | 116.38平米 | 南,980,"84,207",2008,116.38,14,31.29260534,121.4688939,73697,1,,,,,,,,,,,
水木年华花园,08年小区，满五就一套，阳光无遮，生活便捷享受好看房,低楼层 (共18层) | 2008年建 | 2室2厅 | 115.51平米 | 南,899,"77,829",2008,115.51,14,31.29260534,121.4688939,73697,1,,,,,,,,,,,
水木年华花园,08年小区，满五就一套，阳光无遮，生活便捷享受好看房,低楼层 (共18层) | 2008年建 | 2室2厅 | 115.51平米 | 南,899,"77,829",2008,115.51,14,31.29260534,121.4688939,73697,1,,,,,,,,,,,
水木年华花园,业主诚意出售到价签字，满五的房子，无户口随时看,低楼层 (共18层) | 2008年建 | 2室2厅 | 116.38平米 | 南,980,"84,207",2008,116.38,14,31.29260534,121.4688939,73697,1,,,,,,,,,,,
水电小区,水电小区+新出低总价一房+次顶楼+美丽家园已做,高楼层 (共7层) | 1984年建 | 1室0厅 | 32.52平米 | 南,210,"64,576",1984,32.52,38,31.29430898,121.48238,73697,1,,,,,,,,,,,
水电小区,水电小区+新出低总价一房+次顶楼+美丽家园已做,高楼层 (共7层) | 1984年建 | 1室0厅 | 32.52平米 | 南,210,"64,576",1984,32.52,38,31.29430898,121.48238,73697,1,,,,,,,,,,,
水电小区,一梯两户，全明户型，还带正规厅，采光很棒,高楼层 (共6层) | 1987年建 | 2室2厅 | 69.63平米 | 南,452.5,"64,987",1987,69.63,35,31.29430898,121.48238,73697,1,,,,,,,,,,,
水电小区,一梯两户，全明户型，还带正规厅，采光很棒,高楼层 (共6层) | 1987年建 | 2室2厅 | 69.63平米 | 南,452.5,"64,987",1987,69.63,35,31.29430898,121.48238,73697,1,,,,,,,,,,,
水电路1381弄,新出好房，价格实惠，满五年，购房成本低,高楼层 (共6层) | 1996年建 | 1室1厅 | 37.5平米 | 南,235,"62,667",1996,37.5,26,31.303705,121.4838936,73697,1,,,,,,,,,,,
江杨家园,南北通，全明户型，无浪费面积，配套成熟,低楼层 (共17层) | 2006年建 | 2室1厅 | 89.45平米 | 南,630,"70,431",2006,89.45,16,31.18061075,121.2445394,73697,1,,,,,,,,,,,
江杨家园,配套齐全 双南户型 房东诚心卖 看房方便,低楼层 (共17层) | 2006年建 | 1室2厅 | 67.23平米 | 南,450,"66,935",2006,67.23,16,31.18061075,121.2445394,73697,1,,,,,,,,,,,
江杨家园,店长推荐+满五唯 +交通便利+近四院,低楼层 (共17层) | 2006年建 | 2室1厅 | 89.45平米 | 南,660,"73,785",2006,89.45,16,31.18061075,121.2445394,73697,1,,,,,,,,,,,
江杨家园,配套齐全 双南户型 房东诚心卖 看房方便,低楼层 (共17层) | 2006年建 | 1室2厅 | 67.23平米 | 南,450,"66,935",2006,67.23,16,31.18061075,121.2445394,73697,1,,,,,,,,,,,
江杨家园,店长推荐+满五唯 +交通便利+近四院,低楼层 (共17层) | 2006年建 | 2室1厅 | 89.45平米 | 南,660,"73,785",2006,89.45,16,31.18061075,121.2445394,73697,1,,,,,,,,,,,
浦江名邸,近北外滩+低总价两房+4.10.12号线+品质小区+刷卡到户,低楼层 (共32层) | 2004年建 | 2室2厅 | 114.47平米 | 南,927,"80,982",2004,114.47,18,31.08147177,121.5230461,73697,1,,,,,,,,,,,
灵新小区,边套+双南全明两房，近地铁，中环内,高楼层 (共6层) | 1988年建 | 2室1厅 | 55.36平米 | 南,370,"66,836",1988,55.36,34,31.29396484,121.4859254,73697,1,,,,,,,,,,,
爱家豪庭,此房满五，南北 通透 大两房 地铁双线 户型全明,低楼层 (共31层) | 2007年建 | 2室2厅 | 115.68平米 | 南,1299,"112,293",2007,115.68,15,31.26690835,121.499426,73697,1,,,,,,,,,,,
爱家豪庭,内环内地铁口 刷卡到户 高区视野充足，满五，车位充足,中楼层 (共31层) | 2007年建 | 3室2厅 | 131.16平米 | 南,1550,"118,177",2007,131.16,15,31.26690835,121.499426,73697,1,,,,,,,,,,,
玉龙大厦,低楼层，户型方正。满五年，近地铁。,低楼层 (共26层) | 1998年建 | 2室1厅 | 99.52平米 | 南,710,"71,343",1998,99.52,24,31.28162756,121.4950867,73697,1,,,,,,,,,,,
玉龙大厦,低楼层，户型方正。满五年，近地铁。,低楼层 (共26层) | 1998年建 | 2室1厅 | 99.52平米 | 南,710,"71,343",1998,99.52,24,31.28162756,121.4950867,73697,1,,,,,,,,,,,
玉龙大厦,全明户型电梯大三房，近8 号线地铁站，全新精装修！,低楼层 (共26层) | 1998年建 | 3室2厅 | 137.97平米 | 南,970,"70,306",1998,137.97,24,31.28162756,121.4950867,73697,1,,,,,,,,,,,
瑞虹新城(一期),瑞虹小三房，主卧南北通，高区全明，4/10/8三轨交通,低楼层 (共39层) | 2000年建 | 3室2厅 | 106.07平米 | 南 西 北,1030,"97,106",2000,106.07,22,31.26901642,121.5026103,73697,1,,,,,,,,,,,
瑞虹新城(一期),顶楼复式全新精装，落地窗视野开阔复三有惊喜大露台,高楼层 (共31层) | 1998年建 | 4室2厅 | 205.54平米 | 西北,1911,"92,975",1998,205.54,24,31.26901642,121.5026103,73697,1,,,,,,,,,,,
瑞虹新城(一期),瑞虹小三房，主卧南北通，高区全明，4/10/8三轨交通,低楼层 (共39层) | 2000年建 | 3室2厅 | 106.07平米 | 南 西 北,1030,"97,106",2000,106.07,22,31.26901642,121.5026103,73697,1,,,,,,,,,,,
瑞虹新城(一期),瑞虹品质+精致三房＋满5V1＋三轨交通+55万商+看房方便,高楼层 (共39层) | 2000年建 | 3室2厅 | 106.07平米 | 南 北,1060,"99,935",2000,106.07,22,31.26901642,121.5026103,73697,1,,,,,,,,,,,
甜爱大楼,鲁迅公园旁，双地铁，电梯三房，全明户型，龙之梦旁,中楼层 (共20层) | 1998年建 | 3室2厅 | 121.08平米 | 东 南,790,"65,247",1998,121.08,24,31.27793708,121.4918244,73697,1,,,,,,,,,,,
秀苑小区,业主诚售，到价签字，电梯三房，视野开阔，交通方便,低楼层 (共26层) | 2003年建 | 3室2厅 | 129.33平米 | 南 北,780,"60,311",2003,129.33,19,31.29501584,121.47631,73697,1,,,,,,,,,,,
秀苑小区,业主诚售，到价签字，电梯三房，视野开阔，交通方便,低楼层 (共26层) | 2003年建 | 3室2厅 | 129.33平米 | 南 北,780,"60,311",2003,129.33,19,31.29501584,121.47631,73697,1,,,,,,,,,,,
纪念一小区,小三房！未来美丽家园 低楼层 精装修 近轻轨 满五年,低楼层 (共6层) | 1995年建 | 2室2厅 | 77.31平米 | 东 东南,475,"61,441",1995,77.31,27,31.29826857,121.4941965,73697,1,,,,,,,,,,,
纪念一小区,小三房！未来美丽家园 低楼层 精装修 近轻轨 满五年,低楼层 (共6层) | 1995年建 | 2室2厅 | 77.31平米 | 东 东南,475,"61,441",1995,77.31,27,31.29826857,121.4941965,73697,1,,,,,,,,,,,
纪念小区,低总价两房+近地铁+满五年+3号线大柏树,高楼层 (共6层) | 1993年建 | 2室1厅 | 55.5平米 | 西,329,"59,280",1993,55.5,29,31.29938463,121.4929437,73697,1,,,,,,,,,,,
纪念小区,低总价两房+近地铁+满五年+3号线大柏树,高楼层 (共6层) | 1993年建 | 2室1厅 | 55.5平米 | 西,329,"59,280",1993,55.5,29,31.29938463,121.4929437,73697,1,,,,,,,,,,,
蒋家桥小区,内环内 8.10 双轨交汇 模范小区 视野广阔 诚意出售,高楼层 (共6层) | 1985年建 | 1室1厅 | 38.11平米 | 南,290,"76,096",1985,38.11,37,31.28082462,121.5036895,73697,1,,,,,,,,,,,
蒋家桥小区,8.10双轨交通 模范小区 视野通风采光好 诚售！,高楼层 (共6层) | 1986年建 | 2室1厅 | 54.34平米 | 南,415,"76,371",1986,54.34,36,31.28082462,121.5036895,73697,1,,,,,,,,,,,
蒋家桥小区,8.10双轨交通 模范小区 视野通风采光好 诚售！,高楼层 (共6层) | 1986年建 | 2室1厅 | 54.34平米 | 南,415,"76,371",1986,54.34,36,31.28082462,121.5036895,73697,1,,,,,,,,,,,
蒋家桥小区,内环内 8.10 双轨交汇 模范小区 视野广阔 诚意出售,高楼层 (共6层) | 1985年建 | 1室1厅 | 38.11平米 | 南,290,"76,096",1985,38.11,37,31.28082462,121.5036895,73697,1,,,,,,,,,,,
虹凉馨苑,中环内次新小区，南北直通大两房，视野无遮挡,高楼层 (共6层) | 2003年建 | 2室1厅 | 87.11平米 | 南 北,660,"75,767",2003,87.11,19,31.29746709,121.4702454,73697,1,,,,,,,,,,,
虹凉馨苑,高德地图搜索广粤路站，03年小区，南北两房，楼层好。,中楼层 (共6层) | 2003年建 | 2室2厅 | 82.26平米 | 南,668,"81,206",2003,82.26,19,31.29746709,121.4702454,73697,1,,,,,,,,,,,
虹凉馨苑,03年小区，全明户型，高得房率，配套齐全,高楼层 (共6层) | 2003年建 | 3室1厅 | 123.11平米 | 东 南 北,910,"73,918",2003,123.11,19,31.29746709,121.4702454,73697,1,,,,,,,,,,,
虹口花苑,内环内公园旁复式高区景观房 四房朝南 户型正气,高楼层 (共6层) | 1998年建 | 4室3厅 | 182.34平米 | 南,1130,"61,973",1998,182.34,24,31.27034224,121.4825949,73697,1,,,,,,,,,,,
虹叶茗园,前排视野采光好，中高楼层，业主诚意，价位可小刀,中楼层 (共22层) | 2003年建 | 3室2厅 | 141.77平米 | 南,1337,"94,308",2003,141.77,19,31.26723538,121.4938082,73697,1,,,,,,,,,,,
虹叶茗园,店长推荐，全明格局。优质装修，交通便利。,中楼层 (共31层) | 2008年建 | 3室2厅 | 140.97平米 | 南 北,1330,"94,347",2008,140.97,14,31.26723538,121.4938082,73697,1,,,,,,,,,,,
虹叶茗园,店长推荐，全明格局。优质装修，交通便利。,中楼层 (共31层) | 2008年建 | 3室2厅 | 140.97平米 | 南 北,1330,"94,347",2008,140.97,14,31.26723538,121.4938082,73697,1,,,,,,,,,,,
赤一小区,满五年税收低，非顶楼，业主诚意卖房，付款无要求,高楼层 (共6层) | 1985年建 | 1室1厅 | 42.14平米 | 南 北,305,"72,378",1985,42.14,37,31.28829587,121.5006975,73697,1,,,,,,,,,,,
赤一小区,内环内+配套成熟+业主诚意出售！,高楼层 (共6层) | 1983年建 | 1室0厅 | 35.73平米 | 南 东,265,"74,168",1983,35.73,39,31.28829587,121.5006975,73697,1,,,,,,,,,,,
赤一小区,内环内+配套成熟+业主诚意出售！,高楼层 (共6层) | 1983年建 | 1室0厅 | 35.73平米 | 南 东,265,"74,168",1983,35.73,39,31.28829587,121.5006975,73697,1,,,,,,,,,,,
赤峰小区,紫汽东睐，通风好，采光佳，楼前无遮挡，全明户型,高楼层 (共6层) | 1984年建 | 1室1厅 | 35.42平米 | 西 西南,268,"75,664",1984,35.42,38,31.28899791,121.500053,73697,1,,,,,,,,,,,
赤峰小区,高区景观房，赤峰小区中间位置，闹中取静。,高楼层 (共6层) | 1986年建 | 1室1厅 | 34.85平米 | 南,253,"72,597",1986,34.85,36,31.28899791,121.500053,73697,1,,,,,,,,,,,
赤峰小区,房源满五年，税费少，小区单价低，看房方便,低楼层 (共19层) | 1989年建 | 2室1厅 | 74.2平米 | 南,500,"67,386",1989,74.2,33,31.28899791,121.500053,73697,1,,,,,,,,,,,
赤峰小区,中间楼层，视野采光好，配套成熟，生活气息浓郁，全明,中楼层 (共6层) | 1984年建 | 1室1厅 | 39.68平米 | 南,303,"76,361",1984,39.68,38,31.28899791,121.500053,73697,1,,,,,,,,,,,
赤峰小区,赤峰小区 1室1厅 南,高楼层 (共6层) | 1984年建 | 1室1厅 | 39.76平米 | 南,276,"69,417",1984,39.76,38,31.28899791,121.500053,73697,1,,,,,,,,,,,
赤峰小区,全明户型+动静分离+精装修+满五,高楼层 (共6层) | 1984年建 | 1室0厅 | 35.42平米 | 南,260,"73,405",1984,35.42,38,31.28899791,121.500053,73697,1,,,,,,,,,,,
赤峰小区,中间楼层，视野采光好，配套成熟，生活气息浓郁，全明,中楼层 (共6层) | 1984年建 | 1室1厅 | 39.68平米 | 南,303,"76,361",1984,39.68,38,31.28899791,121.500053,73697,1,,,,,,,,,,,
邮电二村,满五年一半售后公房 单价低位置安静 近地铁和公园,低楼层 (共24层) | 1994年建 | 2室1厅 | 77.72平米 | 南 北,625,"80,417",1994,77.72,28,31.28884207,121.493297,73697,1,,,,,,,,,,,
邮电二村,产权清晰，满五年，配套齐全，诚意出售,低楼层 (共24层) | 1991年建 | 2室1厅 | 76.17平米 | 南,586,"76,934",1991,76.17,31,31.28884207,121.493297,73697,1,,,,,,,,,,,
金机大厦(公寓),单价5.6万+电梯大三房+房型正气+ 采光充足+ 满五年,低楼层 (共24层) | 1997年建 | 3室2厅 | 157.07平米 | 南,939,"59,783",1997,157.07,25,31.26959739,121.4859596,73697,1,,,,,,,,,,,
金轩大邸,总价低+户型正+南北通3房+钥匙看房,低楼层 (共31层) | 2004年建 | 3室2厅 | 147.29平米 | 南,1339,"90,910",2004,147.29,18,31.27650728,121.5055497,73697,1,,,,,,,,,,,
金轩大邸,税少+精装修拧包入住+税少值得拥有,中楼层 (共30层) | 2007年建 | 3室2厅 | 130.71平米 | 南,1238,"94,714",2007,130.71,15,31.27650728,121.5055497,73697,1,,,,,,,,,,,
金轩大邸,总价低+户型正+南北通3房+钥匙看房,低楼层 (共31层) | 2004年建 | 3室2厅 | 147.29平米 | 南,1339,"90,910",2004,147.29,18,31.27650728,121.5055497,73697,1,,,,,,,,,,,
锦苑小区(虹口),自如精装 拎包入住 看房方便 业主诚心置换 到价签字！,高楼层 (共6层) | 1991年建 | 1室1厅 | 39.78平米 | 南,245,"61,589",1991,39.78,31,31.30039491,121.475867,73697,1,,,,,,,,,,,
锦苑小区(虹口),自如精装 拎包入住 看房方便 业主诚心置换 到价签字！,高楼层 (共6层) | 1991年建 | 1室1厅 | 39.78平米 | 南,245,"61,589",1991,39.78,31,31.30039491,121.475867,73697,1,,,,,,,,,,,
阳光前景,中区两房，配套成熟，烫金地段，诚意出售，价格空间大,中楼层 (共33层) | 2003年建 | 2室2厅 | 104.52平米 | 南 西南,1400,"133,946",2003,104.52,19,31.28953794,121.5356391,73697,1,,,,,,,,,,,
香港丽园,中区朝南大三房+视野开阔+品质小区设施完全+业主诚意,低楼层 (共27层) | 2002年建 | 3室2厅 | 143.57平米 | 南,1299,"90,479",2002,143.57,20,31.26349332,121.5039861,73697,1,,,,,,,,,,,
香港丽园,香港丽园 顶楼复式户型 带露台,中楼层 (共27层) | 2002年建 | 7室3厅 | 319.92平米 | 南,2700,"84,397",2002,319.92,20,31.26349332,121.5039861,73697,1,,,,,,,,,,,
香港丽园,高区无遮挡，采光很亮，西边套光照充足，满五一套税少,高楼层 (共32层) | 2004年建 | 3室2厅 | 123.05平米 | 南,1200,"97,522",2004,123.05,18,31.26349332,121.5039861,73697,1,,,,,,,,,,,
香港丽园,南北通大三房、动静分明、东边套户型、业主诚意出售,低楼层 (共31层) | 2004年建 | 3室2厅 | 144.41平米 | 南,1250,"86,560",2004,144.41,18,31.26349332,121.5039861,73697,1,,,,,,,,,,,
香港丽园,中区朝南大三房+视野开阔+品质小区设施完全+业主诚意,低楼层 (共27层) | 2002年建 | 3室2厅 | 143.57平米 | 南,1299,"90,479",2002,143.57,20,31.26349332,121.5039861,73697,1,,,,,,,,,,,
香港丽园,4/10号海伦路双轨交+品质开发商+南北通+地下产权车位,低楼层 (共31层) | 2004年建 | 3室2厅 | 144.41平米 | 南 北,1273,"88,152",2004,144.41,18,31.26349332,121.5039861,73697,1,,,,,,,,,,,
