place,title,msg,price,per_meter,year,area,age,lat,lng,income,loc,place,平均值项:lat,平均值项:lng,平均值项:per_meter,,,,,,,
万千公寓,交通便利，采光充足，配套齐全，南北通透,低楼层 (共28层) | 2000年建 | 3室2厅 | 127.24平米 | 南 北,775,"60,909",2000,127.24,22,31.26250926,121.437575,70500,1,爱建新村,31.24945384,121.404576,65306,,,,,,,
安居古浪新苑,房子满五 V1，税费少，采光充足，配套齐全，近地铁,高楼层 (共6层) | 1996年建 | 2室2厅 | 58.69平米 | 南 北,346,"58,954",1996,58.69,26,31.29103775,121.3925065,70500,1,杨家桥小区(普陀),31.27200285,121.400231,61515,,,,,,,
安居古浪新苑,中环边地铁口南北双阳台全明户型大一房 无 税费,高楼层 (共6层) | 1996年建 | 1室1厅 | 50.12平米 | 南,290,"57,862",1996,50.12,26,31.29103775,121.3925065,70500,1,杨桥第一小区,31.19847078,121.5864155,55701.66667,,,,,,,
安居古浪新苑,安居古浪新苑 3室1厅 南,中楼层 (共6层) | 1994年建 | 3室1厅 | 77.25平米 | 南,450,"58,253",1994,77.25,28,31.29103775,121.3925065,70500,1,宜川二村,31.26688598,121.443969,58230.5,,,,,,,
安居古浪新苑,安居古浪新苑 3室1厅 南,中楼层 (共6层) | 1994年建 | 3室1厅 | 77.25平米 | 南,450,"58,253",1994,77.25,28,31.29103775,121.3925065,70500,1,宜川六村,31.26501191,121.445492,60929.25,,,,,,,
安居古浪新苑,【类似各付价】一层两户【边套、三面采光】采光好！,中楼层 (共6层) | 1997年建 | 3室1厅 | 77.25平米 | 南,460,"59,547",1997,77.25,25,31.29103775,121.3925065,70500,1,宜川三村,31.26355189,121.4474195,59146.17647,,,,,,,
安居金祁新城,安居金祁新城 2室1厅 南,中楼层 (共28层) | 2011年建 | 2室1厅 | 72.33平米 | 南,464,"64,151",2011,72.33,11,31.29858246,121.3916185,70500,1,宜川四村,31.27119126,121.4497371,58517.91667,,,,,,,
安居金祁新城,南北精装修 采光无遮挡 看房提前联系 诚意出售,低楼层 (共5层) | 2006年建 | 2室1厅 | 65.57平米 | 南 北,378,"57,649",2006,65.57,16,31.29858246,121.3916185,70500,1,宜川五村,31.26748918,121.450468,60481.4,,,,,,,
安居金祁新城,安居金祁新城 3室2厅 南 北,低楼层 (共22层) | 2011年建 | 3室2厅 | 94.52平米 | 南 北,590,"62,421",2011,94.52,11,31.29858246,121.3916185,70500,1,宜川一村,31.26854657,121.4471234,64036.375,,,,,,,
安居金祁新城,安居金祁新城 3室2厅 南 北,低楼层 (共22层) | 2011年建 | 3室2厅 | 94.52平米 | 南 北,590,"62,421",2011,94.52,11,31.29858246,121.3916185,70500,1,宜洛馨苑,31.26455708,121.4454236,50554,,,,,,,
安居金祁新城,中环旁 2011年次新房 近地铁 安居金祁新城 动迁房,中楼层 (共28层) | 2011年建 | 2室1厅 | 71.79平米 | 南,450,"62,683",2011,71.79,11,31.29858246,121.3916185,70500,1,银都佳园,31.2657923,121.4393477,62439,,,,,,,
安居金祁新城,安居金祁新城 2室1厅 南,中楼层 (共28层) | 2011年建 | 2室1厅 | 72.33平米 | 南,464,"64,151",2011,72.33,11,31.29858246,121.3916185,70500,1,银都名庭,31.23865424,121.4170979,72733,,,,,,,
安居金祁新城,安居金祁新城 3室2厅 南 北,低楼层 (共22层) | 2011年建 | 3室2厅 | 94.52平米 | 南 北,590,"62,421",2011,94.52,11,31.29858246,121.3916185,70500,1,樱花苑,31.28877395,121.3614699,68221.66667,,,,,,,
安居锦竹苑,三开间朝南 全明户型 小区溪雀户型 动迁房 产证已取,中楼层 (共26层) | 2013年建 | 2室1厅 | 76.81平米 | 南,393,"51,166",2013,76.81,9,31.29617258,121.3542338,70500,1,邮电三村,31.24411544,121.4021475,79748,,,,,,,
安居锦竹苑,楼栋王中王，楼层佳，采光通风好，生活交通便利！,高楼层 (共25层) | 2013年建 | 2室1厅 | 77.73平米 | 南,390,"50,174",2013,77.73,9,31.29617258,121.3542338,70500,1,愉景华庭,31.27677432,121.4073867,76465,,,,,,,
安居锦竹苑,边套全明户型！店长推荐！中楼层，前后无遮挡。,中楼层 (共25层) | 2013年建 | 2室1厅 | 77.7平米 | 南,375,"48,263",2013,77.7,9,31.29617258,121.3542338,70500,1,玉城宝都大厦,31.247866,121.4491776,63730,,,,,,,
安居锦竹苑,店长推荐 动迁房！满五年！高楼层！视野棒 ！采光好！,高楼层 (共25层) | 2013年建 | 2室1厅 | 76.09平米 | 南,379,"49,810",2013,76.09,9,31.29617258,121.3542338,70500,1,运旺新村阳光世家,31.83559998,121.3384021,60777.5,,,,,,,
安达家园,安达家园 2室2厅 南 北,中楼层 (共5层) | 2006年建 | 2室2厅 | 87.76平米 | 南 北,440,"50,137",2006,87.76,16,31.29729823,121.3492015,70500,1,章家巷小区,31.27312107,121.3574605,60989.75,,,,,,,
宋家滩小区,好！钥匙房！诚意出售！售后公房！看苏州河！长风公园,高楼层 (共6层) | 1990年建 | 1室1厅 | 36.61平米 | 南,253,"69,107",1990,36.61,32,31.22752299,121.4071725,70500,1,长风二村长风馨苑,31.23832673,121.4071047,75526.5,,,,,,,
宜川一村,双南两房，满五年，无增值税，面朝公园，视野光线佳,高楼层 (共6层) | 1981年建 | 2室0厅 | 46.23平米 | 南,290,"62,730",1981,46.23,41,31.26854657,121.4471234,70500,1,长风三村,31.2361038,121.4069133,73471.5,,,,,,,
宜川一村,宜川一村 2室1厅 南,低楼层 (共6层) | 1988年建 | 2室1厅 | 55.68平米 | 南,378,"67,888",1988,55.68,34,31.26854657,121.4471234,70500,1,长风四村,31.23620562,121.4042721,76749,,,,,,,
宜川一村,低楼层，户型正气，出行方便，配套成熟，业主诚心出售,低楼层 (共6层) | 1981年建 | 1室1厅 | 39.79平米 | 南,245,"61,574",1981,39.79,41,31.26854657,121.4471234,70500,1,长风一村小区,31.23746344,121.4097798,70665,,,,,,,
宜川一村,宜川一村 2室1厅 南,低楼层 (共6层) | 1988年建 | 2室1厅 | 55.68平米 | 南,378,"67,888",1988,55.68,34,31.26854657,121.4471234,70500,1,长寿新村(普陀),31.24853014,121.4417057,76429,,,,,,,
宜川一村,精装修双南两房，适合年轻人居住房东诚意出售产权清晰,高楼层 (共6层) | 1981年建 | 2室1厅 | 46.1平米 | 南,290,"62,907",1981,46.1,41,31.26854657,121.4471234,70500,1,长寿苑,31.24472188,121.443194,71011.4,,,,,,,
宜川一村,宜川一村 1室0厅 南,中楼层 (共5层) | 1976年建 | 1室0厅 | 39.12平米 | 南,249,"63,651",1976,39.12,46,31.26854657,121.4471234,70500,1,长新小区(普陀),31.27373758,121.4394066,66063.5,,,,,,,
宜川一村,双南两房，视野宽阔，配套齐全，采光充足，满五年,高楼层 (共6层) | 1981年建 | 2室1厅 | 57.73平米 | 南,365,"63,226",1981,57.73,41,31.26854657,121.4471234,70500,1,长征家苑,31.25514084,121.394979,71880.33333,,,,,,,
宜川一村,宜川一村 1室0厅 南,低楼层 (共6层) | 1975年建 | 1室0厅 | 34.12平米 | 南,213,"62,427",1975,34.12,47,31.26854657,121.4471234,70500,1,真北二街坊,31.12185606,121.2922327,64374.66667,,,,,,,
宜川三村,宜川板块少有户型，大三房户型，满五年，税费少,中楼层 (共5层) | 1954年建 | 3室2厅 | 104.9平米 | 南 西,586,"55,863",1954,104.9,68,31.26355189,121.4474195,70500,1,真北新村三街坊,31.26163647,121.4060432,64594.66667,,,,,,,
宜川三村,层高3.4米冬暖夏凉， 朝南一门关 近地铁3 4 号线,中楼层 (共5层) | 1956年建 | 1室0厅 | 34.15平米 | 南,210,"61,494",1956,34.15,66,31.26355189,121.4474195,70500,1,真北一街坊,31.12160983,121.2921792,60539.28571,,,,,,,
宜川三村,视野开阔，采光充足，配套齐全，售后公房税费少,高楼层 (共5层) | 1950年建 | 2室1厅 | 69.61平米 | 南 北,416,"59,762",1950,69.61,72,31.26355189,121.4474195,70500,1,真光八街坊,31.03427408,121.6522601,59118.75,,,,,,,
宜川三村,内环边近地铁，单价低，低楼层，户型正气，价格便宜,低楼层 (共7层) | 1989年建 | 1室1厅 | 39.66平米 | 南,240,"60,515",1989,39.66,33,31.26355189,121.4474195,70500,1,真光第四小区,31.25967023,121.3876732,59305.33333,,,,,,,
宜川三村,"内环外，中环内，精装修好房，近地铁3,4号线中潭路站",高楼层 (共5层) | 1954年建 | 2室1厅 | 50.56平米 | 南 北,298,"58,940",1954,50.56,68,31.26355189,121.4474195,70500,1,真光九街坊,31.25494335,121.3922785,59999,,,,,,,
宜川三村,近地铁，交通方便，配套齐全，适合居住,高楼层 (共5层) | 1954年建 | 1室0厅 | 31.1平米 | 南,180,"57,878",1954,31.1,68,31.26355189,121.4474195,70500,1,真光七街坊,31.25745515,121.3930116,63167.2,,,,,,,
宜川三村,精装好房，拎包入住，地铁3/4号线中潭路站，税费少,高楼层 (共6层) | 1993年建 | 2室0厅 | 55.02平米 | 南,350,"63,614",1993,55.02,29,31.26355189,121.4474195,70500,1,真光十小区,31.25668194,121.3952139,56659.6,,,,,,,
宜川三村,满五年。高楼层，视野采光好，近地铁3/4号线中潭路站,高楼层 (共7层) | 1989年建 | 1室0厅 | 39.66平米 | 南,235,"59,254",1989,39.66,33,31.26355189,121.4474195,70500,1,真光新村第二小区,31.26009306,121.3939226,61927,,,,,,,
宜川三村,层高3.4米冬暖夏凉， 朝南一门关 近地铁3 4 号线,中楼层 (共5层) | 1956年建 | 1室0厅 | 34.15平米 | 南,210,"61,494",1956,34.15,66,31.26355189,121.4474195,70500,1,真光新村第五小区,31.25843903,121.3875262,61670.5,,,,,,,
宜川三村,房子满五，简单装修，单价低，房东很诚心出售,高楼层 (共5层) | 1957年建 | 1室0厅 | 39.72平米 | 南,210,"52,871",1957,39.72,65,31.26355189,121.4474195,70500,1,真华路157弄,31.27156619,121.415627,69255.66667,,,,,,,
宜川三村,近地铁，看房方便，诚心出售，到价签字,高楼层 (共5层) | 1954年建 | 1室1厅 | 40.89平米 | 南,224,"54,782",1954,40.89,68,31.26355189,121.4474195,70500,1,真建一小区,31.26720351,121.3875214,52952.2,,,,,,,
宜川三村,22年11月满五 近地铁，看房方便，诚心出售，到价签字,高楼层 (共7层) | 1989年建 | 1室1厅 | 39.45平米 | 东 北,235,"59,570",1989,39.45,33,31.26355189,121.4474195,70500,1,真情公寓,31.2604039,121.3909269,66307,,,,,,,
宜川三村,"内环边地铁3,4号线，南北通全明户型，户型方正有钥匙",高楼层 (共5层) | 1957年建 | 2室1厅 | 67.12平米 | 南,380,"56,616",1957,67.12,65,31.26355189,121.4474195,70500,1,真如西村,31.25335915,121.4097517,65040.28571,,,,,,,
宜川三村,内环边近地铁，单价低，低楼层，户型正气，价格便宜,低楼层 (共7层) | 1985年建 | 1室1厅 | 39.84平米 | 南,239,"59,990",1985,39.84,37,31.26355189,121.4474195,70500,1,真西新村第二小区,31.25208726,121.5487653,67702.66667,,,,,,,
宜川三村,满五年，高楼层，视野采光好，近地铁3/4号线中潭路站,高楼层 (共7层) | 1985年建 | 1室1厅 | 39.84平米 | 南,235,"58,986",1985,39.84,37,31.26355189,121.4474195,70500,1,真源小区,31.24556804,121.3874652,69268,,,,,,,
宜川三村,内环边上，满五少税，上班通勤，店长直推，随时签字,高楼层 (共6层) | 1993年建 | 1室1厅 | 41.93平米 | 南,230,"54,854",1993,41.93,29,31.26355189,121.4474195,70500,1,振光大厦,31.2536755,121.3887423,52991,,,,,,,
宜川三村,近地铁，配套齐全，看房方便，生活方便，采光通风好,中楼层 (共5层) | 1986年建 | 2室1厅 | 57.39平米 | 南 北,396,"69,002",1986,57.39,36,31.26355189,121.4474195,70500,1,芝巷公寓,31.24335872,121.4014231,83811,,,,,,,
宜川二村,宜川二村 1室1厅 南,低楼层 (共6层) | 1954年建 | 1室1厅 | 30.6平米 | 南,165,"53,922",1954,30.6,68,31.26688598,121.443969,70500,1,芝巷小区,31.24223582,121.4007379,84277.30435,,,,,,,
宜川二村,一楼带天井 边套全明南北两房 业主诚意出售,低楼层 (共6层) | 1954年建 | 2室1厅 | 47.64平米 | 南,313,"65,702",1954,47.64,68,31.26688598,121.443969,70500,1,中鼎豪园,31.26939993,121.395046,65871,,,,,,,
宜川二村,双南两房 户型方正 采光充足 小区环境好,高楼层 (共6层) | 1964年建 | 2室0厅 | 57.3平米 | 南,360,"62,828",1964,57.3,58,31.26688598,121.443969,70500,1,中关村公寓,31.24672386,121.421997,88091,,,,,,,
宜川二村,宜川二村 1室1厅 南,低楼层 (共6层) | 1954年建 | 1室1厅 | 30.6平米 | 南,165,"53,922",1954,30.6,68,31.26688598,121.443969,70500,1,中浩云花园,31.26834139,121.4228271,85147,,,,,,,
宜川二村,中间楼层，交通方便，设施齐全，诚心出售,中楼层 (共5层) | 1954年建 | 1室0厅 | 32平米 | 南,174,"54,375",1954,32,68,31.26688598,121.443969,70500,1,中环花苑,31.27080013,121.4234568,79514,,,,,,,
宜川二村,房子南北户型，采光好，低总价，适合一家人居住。,高楼层 (共5层) | 1954年建 | 2室0厅 | 49.46平米 | 南,290,"58,634",1954,49.46,68,31.26688598,121.443969,70500,1,中环家园,31.27167546,121.4196365,81714.77778,,,,,,,
宜川五村,"内环边,近地铁交通便利,经典一室户,诚意出售。",低楼层 (共6层) | 1988年建 | 1室1厅 | 41.37平米 | 南,235,"56,805",1988,41.37,34,31.26748918,121.450468,70500,1,中环锦园,31.27520138,121.4186235,79873,,,,,,,
宜川五村,房子满五年，小区中间位置，中间楼层，业主诚心出售,中楼层 (共6层) | 1988年建 | 1室1厅 | 40.97平米 | 南,264,"64,438",1988,40.97,34,31.26748918,121.450468,70500,1,中环名品公馆,31.28996032,121.4026081,95107,,,,,,,
宜川五村,满五 看房有钥匙 业主诚意出售 到价可签,高楼层 (共6层) | 1989年建 | 1室1厅 | 32.29平米 | 东,182,"56,365",1989,32.29,33,31.26748918,121.450468,70500,1,中骏天誉(公寓),31.21890073,121.3192942,117815,,,,,,,
宜川五村,南北两房，业主诚心出售，满5V1,高楼层 (共6层) | 1988年建 | 2室0厅 | 48.63平米 | 南,292,"60,046",1988,48.63,34,31.26748918,121.450468,70500,1,中宁家园,31.25497476,121.4228361,74372,,,,,,,
宜川五村,内环边上中间楼层一室户，朝南采光好，业主诚意满满,中楼层 (共6层) | 1988年建 | 1室0厅 | 36.91平米 | 南,239,"64,753",1988,36.91,34,31.26748918,121.450468,70500,1,中山北路2185弄,31.23592904,121.4805389,68455.66667,,,,,,,
宜川六村,"内环边,近地铁交通便利,内边套一室户,诚意出售",高楼层 (共6层) | 1982年建 | 1室1厅 | 40.36平米 | 南,245,"60,704",1982,40.36,40,31.26501191,121.445492,70500,1,中山北路2626弄,31.23592904,121.4805389,69171.5,,,,,,,
宜川六村,满五，配套齐全，业主诚意出售，有户口可迁,高楼层 (共6层) | 1987年建 | 1室0厅 | 38.5平米 | 南,225,"58,442",1987,38.5,35,31.26501191,121.445492,70500,1,中山润园,22.52939104,113.376476,129238,,,,,,,
宜川六村,精装修一室户，户型方正，业主急售,低楼层 (共6层) | 1995年建 | 1室1厅 | 42.74平米 | 东 西,253,"59,196",1995,42.74,27,31.26501191,121.445492,70500,1,中鹰黑森林,31.27739876,121.4155348,101438,,,,,,,
宜川六村,宜川小户型 低总价中楼层精装修,中楼层 (共6层) | 1984年建 | 1室1厅 | 30.58平米 | 南,187,"61,152",1984,30.58,38,31.26501191,121.445492,70500,1,中远两湾城,31.25805502,121.4476989,94121.725,,,,,,,
宜川六村,业主诚意出售，满五放心交易，中间楼层,中楼层 (共5层) | 1958年建 | 1室1厅 | 55.97平米 | 北 南,332,"59,318",1958,55.97,64,31.26501191,121.445492,70500,1,(空白),,,,,,,,,,
宜川六村,西边套全明一室一厅 采光充足 设备配套齐全,高楼层 (共6层) | 1983年建 | 1室1厅 | 39.47平米 | 南,235,"59,539",1983,39.47,39,31.26501191,121.445492,70500,1,总计,30.98304127,120.3513493,70143.85689,,,,,,,
宜川六村,精装修一室户，满五，可自住，可touzi,高楼层 (共7层) | 1975年建 | 1室0厅 | 34.64平米 | 南,212,"61,201",1975,34.64,47,31.26501191,121.445492,70500,1,,,,,,,,,,,
宜川六村,宜川六村 2室0厅 南 北,高楼层 (共6层) | 1977年建 | 2室0厅 | 48.11平米 | 南 北,310,"64,436",1977,48.11,45,31.26501191,121.445492,70500,1,,,,,,,,,,,
宜川六村,业主诚意出售 看房方便 全明户型 近地铁,低楼层 (共7层) | 1985年建 | 1室1厅 | 43.37平米 | 南,260,"59,950",1985,43.37,37,31.26501191,121.445492,70500,1,,,,,,,,,,,
宜川六村,满五年，全明一室一厅，采光采阳充足，设施配套齐全,高楼层 (共6层) | 1982年建 | 1室1厅 | 40.19平米 | 南,250,"62,205",1982,40.19,40,31.26501191,121.445492,70500,1,,,,,,,,,,,
宜川六村,次顶楼满5年 低总价 小区花园位置 业主诚心出售,高楼层 (共6层) | 1982年建 | 1室0厅 | 32.6平米 | 南,205,"62,884",1982,32.6,40,31.26501191,121.445492,70500,1,,,,,,,,,,,
宜川六村,近地铁 宜川 小户型 满五 生活区 小区环境好,高楼层 (共6层) | 1987年建 | 1室1厅 | 38.15平米 | 南,237,"62,124",1987,38.15,35,31.26501191,121.445492,70500,1,,,,,,,,,,,
宜川四村,采光好，配套成熟，出行便利，位置优越,高楼层 (共6层) | 1987年建 | 1室1厅 | 42.24平米 | 东,270,"63,921",1987,42.24,35,31.27119126,121.4497371,70500,1,,,,,,,,,,,
宜川四村,店长推荐，宜川四村低层一房，满五年，没有多余税费,低楼层 (共5层) | 1968年建 | 1室0厅 | 30.97平米 | 西 北,181,"58,444",1968,30.97,54,31.27119126,121.4497371,70500,1,,,,,,,,,,,
宜川四村,此房满五，低楼层，精装修，拎包入住，房东诚意出售,低楼层 (共6层) | 1987年建 | 1室1厅 | 40.34平米 | 东 西,233,"57,760",1987,40.34,35,31.27119126,121.4497371,70500,1,,,,,,,,,,,
宜川四村,低单价 近内环 配套齐全 好楼层 随时看房 诚意,高楼层 (共6层) | 1987年建 | 1室1厅 | 42平米 | 东 西,219,"52,143",1987,42,35,31.27119126,121.4497371,70500,1,,,,,,,,,,,
宜川四村,朝北一门关，低总价，低楼层，无增值税，看房方便,低楼层 (共5层) | 1957年建 | 1室0厅 | 29.46平米 | 北,170,"57,706",1957,29.46,65,31.27119126,121.4497371,70500,1,,,,,,,,,,,
宜川四村,精装双南两房，满五 唯 一，税费少，产权清晰,中楼层 (共6层) | 1966年建 | 2室0厅 | 44.41平米 | 南,272,"61,248",1966,44.41,56,31.27119126,121.4497371,70500,1,,,,,,,,,,,
宜川四村,采光好，配套成熟，出行便利，位置优越,高楼层 (共6层) | 1987年建 | 1室1厅 | 42.24平米 | 东,270,"63,921",1987,42.24,35,31.27119126,121.4497371,70500,1,,,,,,,,,,,
宜川四村,低层一门关，低总价，满五，无增值税和个税，看房方便,低楼层 (共5层) | 1957年建 | 1室1厅 | 29.64平米 | 北,170,"57,355",1957,29.64,65,31.27119126,121.4497371,70500,1,,,,,,,,,,,
宜川四村,此房满五大面积两房 低税费无抵押 采光好,中楼层 (共7层) | 1996年建 | 2室0厅 | 55.03平米 | 西 东,300,"54,516",1996,55.03,26,31.27119126,121.4497371,70500,1,,,,,,,,,,,
宜川四村,满五，单价低一室一厅，交通方便，诚心出售,高楼层 (共6层) | 1987年建 | 1室1厅 | 43.63平米 | 东,238,"54,550",1987,43.63,35,31.27119126,121.4497371,70500,1,,,,,,,,,,,
宜川四村,精装双南两房，满五 唯 一，税费少，产权清晰,中楼层 (共6层) | 1966年建 | 2室0厅 | 44.41平米 | 南,272,"61,248",1966,44.41,56,31.27119126,121.4497371,70500,1,,,,,,,,,,,
宜川四村,低楼层，总价低，中等装修，可以拎包入住,中楼层 (共5层) | 1957年建 | 1室0厅 | 29.46平米 | 东 北,175,"59,403",1957,29.46,65,31.27119126,121.4497371,70500,1,,,,,,,,,,,
宜洛馨苑,业主诚心出售，总价低，边套全明双南两房,高楼层 (共7层) | 1977年建 | 2室1厅 | 52.42平米 | 南,265,"50,554",1977,52.42,45,31.26455708,121.4454236,70500,1,,,,,,,,,,,
岚灵小区,采光好，近地铁，位置安静，近万里实验。,高楼层 (共6层) | 1996年建 | 1室1厅 | 41.51平米 | 南,280,"67,454",1996,41.51,26,31.2730409,121.428769,70500,1,,,,,,,,,,,
岚皋大楼,无增值税和个税 内环边全明边套 三轨交汇地铁站 安静,低楼层 (共24层) | 1991年建 | 2室1厅 | 69.36平米 | 东 西,510,"73,530",1991,69.36,31,31.25274659,121.4333394,70500,1,,,,,,,,,,,
岚皋路300弄,双南两房，进地铁，业主诚意出售,高楼层 (共6层) | 1986年建 | 2室0厅 | 53.33平米 | 南,350,"65,630",1986,53.33,36,31.25979703,121.4301468,70500,1,,,,,,,,,,,
岚皋路300弄,*，近地铁，视野开阔，配套齐全,高楼层 (共7层) | 1986年建 | 1室1厅 | 49.1平米 | 南 西,315,"64,155",1986,49.1,36,31.25979703,121.4301468,70500,1,,,,,,,,,,,
岚皋路300弄,"*,双南两房,近地铁,配套齐全",高楼层 (共7层) | 1986年建 | 2室1厅 | 58.89平米 | 南,377,"64,018",1986,58.89,36,31.25979703,121.4301468,70500,1,,,,,,,,,,,
岚皋馨苑,4.8米挑高 可有两层 全明户型 满五税少 少数商品房,高楼层 (共5层) | 1999年建 | 3室2厅 | 103.48平米 | 南 北,825,"79,726",1999,103.48,23,31.26029687,121.4222201,70500,1,,,,,,,,,,,
巴黎之春,满五年+地铁11号线+15号线+南北通采光好+随时看房。,低楼层 (共18层) | 2002年建 | 3室2厅 | 149.08平米 | 南 北,1050,"70,432",2002,149.08,20,31.27056031,121.4128004,70500,1,,,,,,,,,,,
巴黎之春,大平层三房两卫，不靠马路位置，一梯两户得房率高,低楼层 (共9层) | 2002年建 | 3室2厅 | 127.17平米 | 南 北,999,"78,557",2002,127.17,20,31.27056031,121.4128004,70500,1,,,,,,,,,,,
巴黎之春,南北通大平层，位置安静，满五年税费少，采光好诚意售,低楼层 (共18层) | 2002年建 | 3室2厅 | 149.09平米 | 南 北,1065,"71,434",2002,149.09,20,31.27056031,121.4128004,70500,1,,,,,,,,,,,
巴黎之春,南北通大平层，位置安静，满五年税费少，采光好诚意售,低楼层 (共18层) | 2002年建 | 3室2厅 | 149.09平米 | 南 北,1065,"71,434",2002,149.09,20,31.27056031,121.4128004,70500,1,,,,,,,,,,,
巴黎之春,南北通大平层，位置安静，满五年税费少，采光好诚意售,低楼层 (共18层) | 2002年建 | 3室2厅 | 149.09平米 | 南 北,1065,"71,434",2002,149.09,20,31.27056031,121.4128004,70500,1,,,,,,,,,,,
巴黎之春,大平层，位置安静，得房率高，无遮挡，采光好诚心出售,低楼层 (共18层) | 2002年建 | 4室2厅 | 163.05平米 | 南 北,1270,"77,891",2002,163.05,20,31.27056031,121.4128004,70500,1,,,,,,,,,,,
巴黎之春,精装三房，二手买进，满五税少，位置安静，看房方便。,低楼层 (共18层) | 2002年建 | 3室2厅 | 153.82平米 | 南 北,1080,"70,212",2002,153.82,20,31.27056031,121.4128004,70500,1,,,,,,,,,,,
巴黎之春,精装三房，二手买进，满五税少，位置安静，看房方便。,低楼层 (共18层) | 2002年建 | 3室2厅 | 153.82平米 | 南 北,1080,"70,212",2002,153.82,20,31.27056031,121.4128004,70500,1,,,,,,,,,,,
市政馨苑,满 五 唯 一，装 修 好，业主诚意出售。,高楼层 (共6层) | 2000年建 | 2室2厅 | 88.31平米 | 南 北,630,"71,340",2000,88.31,22,31.25962494,121.4202832,70500,1,,,,,,,,,,,
市政馨苑,乳燕飞华屋，坐待贵宾来，复式佳人坐，只为你开放,高楼层 (共6层) | 2000年建 | 5室2厅 | 176.74平米 | 南,1080,"61,107",2000,176.74,22,31.25962494,121.4202832,70500,1,,,,,,,,,,,
常德大厦,内环奢阔大平层+7/13号线长寿路近苏州河+满五年税少,高楼层 (共26层) | 1998年建 | 5室1厅 | 185平米 | 南,1293,"69,892",1998,185,24,31.24693989,121.443013,70500,1,,,,,,,,,,,
平江盛世家园,内环内 高楼层 视野开阔 二房朝北 满五年,高楼层 (共24层) | 1997年建 | 2室1厅 | 70.78平米 | 北,445,"62,871",1997,70.78,25,31.30067292,121.4320428,70500,1,,,,,,,,,,,
平江盛世家园,新装修全明，小区内安静。采光充足，内环内。,低楼层 (共7层) | 1996年建 | 2室1厅 | 69.25平米 | 南,470,"67,871",1996,69.25,26,31.30067292,121.4320428,70500,1,,,,,,,,,,,
平江盛世家园,房龄新内环总价低~三四号线中谭站。一号线中山北路站,低楼层 (共7层) | 1996年建 | 1室1厅 | 49.62平米 | 南 西,315,"63,483",1996,49.62,26,31.30067292,121.4320428,70500,1,,,,,,,,,,,
平江盛世家园,内环总价低电梯房，近三四号线中谭站。一号线中山北路,低楼层 (共24层) | 1997年建 | 1室1厅 | 53.19平米 | 南,360,"67,682",1997,53.19,25,31.30067292,121.4320428,70500,1,,,,,,,,,,,
平江盛世家园,内环内，一室一厅，近1/3/4号三条地铁交汇,高楼层 (共7层) | 1996年建 | 1室1厅 | 49.62平米 | 西南,332,"66,909",1996,49.62,26,31.30067292,121.4320428,70500,1,,,,,,,,,,,
平江盛世家园,内环内，视野好，近3/4号线地铁，满五wei 一税费少,高楼层 (共7层) | 1996年建 | 2室1厅 | 66.91平米 | 西北,445,"66,508",1996,66.91,26,31.30067292,121.4320428,70500,1,,,,,,,,,,,
平江盛世家园,内环内，满五年，低楼层，总价低,低楼层 (共7层) | 1996年建 | 1室1厅 | 50.32平米 | 南,340,"67,568",1996,50.32,26,31.30067292,121.4320428,70500,1,,,,,,,,,,,
平江盛世家园,内环内 近3/4号线地铁 精装修 产权清晰 无户,高楼层 (共7层) | 1996年建 | 1室1厅 | 50.13平米 | 东北,316,"63,037",1996,50.13,26,31.30067292,121.4320428,70500,1,,,,,,,,,,,
平江盛世家园,内环方正两房，南北全明。近地铁站,高楼层 (共7层) | 1996年建 | 2室1厅 | 76.14平米 | 南 北,475,"62,386",1996,76.14,26,31.30067292,121.4320428,70500,1,,,,,,,,,,,
平江盛世家园,内环内 视野开阔 满五年税少，诚心出售看房方便,低楼层 (共24层) | 1997年建 | 2室1厅 | 74.33平米 | 东 北,500,"67,268",1997,74.33,25,31.30067292,121.4320428,70500,1,,,,,,,,,,,
平江盛世家园,满五年 97年内环内 3/4号中潭路 诚意卖,中楼层 (共27层) | 1997年建 | 2室1厅 | 61.34平米 | 北,420,"68,471",1997,61.34,25,31.30067292,121.4320428,70500,1,,,,,,,,,,,
康怡苑,7，13号线地铁口 朝南一房 采光好 房屋干净 拎包入住,高楼层 (共7层) | 1988年建 | 1室1厅 | 32.08平米 | 南,273,"85,100",1988,32.08,34,31.24958636,121.440056,70500,1,,,,,,,,,,,
延长小区(普陀),朝南一室户满五小区环境优美无遮挡内边套诚心出售,高楼层 (共6层) | 1984年建 | 1室1厅 | 35.07平米 | 南,225,"64,158",1984,35.07,38,31.27327578,121.4473087,70500,1,,,,,,,,,,,
延长小区(普陀),近内环 电梯房高楼层 双南两房,高楼层 (共18层) | 1989年建 | 2室1厅 | 67.72平米 | 南,465,"68,666",1989,67.72,33,31.27327578,121.4473087,70500,1,,,,,,,,,,,
延长小区(普陀),双南两房 售后公房税少 中间楼层采光好产权清晰诚心,中楼层 (共5层) 2室1厅 | 55.38平米 | 南,376,"67,895",,55.38,,31.27327578,121.4473087,70500,1,,,,,,,,,,,
延长小区(普陀),产权清晰，全明户型，低楼层，视野开阔，采光好,低楼层 (共6层) | 1986年建 | 1室0厅 | 34.83平米 | 西,235,"67,471",1986,34.83,36,31.27327578,121.4473087,70500,1,,,,,,,,,,,
